Last Name,First Name,ORCID,Affiliation,ISSN
Ghazal,Taher M.,https://orcid.org/0000-0003-0672-7924,Skyline University College; National University of Malaysia,2169-3536
Ahmad,Munir,https://orcid.org/0000-0002-5240-0984,National College of Business Administration and Economics,2169-3536
Shah,Hasnain Ali,https://orcid.org/0000-0001-5325-9014,Kyungpook National University,2169-3536
Saeed,Faisal,https://orcid.org/0000-0002-8453-3319,Kyungpook National University,2169-3536
Yun,Sangseok,https://orcid.org/0000-0002-7961-1394,Pukyong National University,2169-3536
Park,Jun‐Hyun,https://orcid.org/0000-0001-8510-0569,Kyungpook National University,2169-3536
Paul,Anand,https://orcid.org/0000-0002-0737-2021,Kyungpook National University,2169-3536
Kang,Jae‐Mo,https://orcid.org/0000-0002-8181-5994,Kyungpook National University,2169-3536
Chengoden,Rajeswari,https://orcid.org/0000-0001-6536-8402,Vellore Institute of Technology University,2169-3536
Victor,Nancy,https://orcid.org/0000-0002-0640-5768,Vellore Institute of Technology University,2169-3536
Huynh‐The,Thien,https://orcid.org/0000-0002-9172-2935,Ho Chi Minh City University of Technology and Education,2169-3536
Yenduri,Gokul,https://orcid.org/0000-0001-9146-8378,Vellore Institute of Technology University,2169-3536
Jhaveri,Rutvij H.,https://orcid.org/0000-0002-3285-7346,Pandit Deendayal Petroleum University,2169-3536
Alazab,Mamoun,https://orcid.org/0000-0002-1928-3704,Charles Darwin University,2169-3536
Bhattacharya,Sweta,https://orcid.org/0000-0002-6082-164X,Vellore Institute of Technology University,2169-3536
Hegde,Pawan,https://orcid.org/0000-0003-4113-6652,Vellore Institute of Technology University,2169-3536
Maddikunta,Praveen Kumar Reddy,https://orcid.org/0000-0003-4209-2495,Vellore Institute of Technology University,2169-3536
Gadekallu,Thippa Reddy,https://orcid.org/0000-0003-0097-801X,Vellore Institute of Technology University; Lebanese American University,2169-3536
Gupta,Maanak,https://orcid.org/0000-0001-9189-2478,Tennessee Technological University,2169-3536
Akiri,Charankumar,NONE,Tennessee Technological University,2169-3536
Aryal,Kshitiz,https://orcid.org/0000-0001-8000-1086,Tennessee Technological University,2169-3536
Parker,Eli,NONE,Tennessee Technological University,2169-3536
Praharaj,Lopamudra,NONE,Tennessee Technological University,2169-3536
Shoufan,Abdulhadi,https://orcid.org/0000-0002-3968-8637,Khalifa University of Science and Technology,2169-3536
Kreuzberger,Dominik,NONE,Karlsruhe Institute of Technology,2169-3536
Kühl,Niklas,https://orcid.org/0000-0001-6750-0876,Karlsruhe Institute of Technology,2169-3536
Hirschl,Sebastian,NONE,IBM (Germany),2169-3536
Acharige,Sithara S. G.,https://orcid.org/0000-0001-5287-6651,Deakin University,2169-3536
Haque,M. E.,https://orcid.org/0000-0002-8893-2181,Deakin University,2169-3536
Arif,Mohammad Taufiqul,https://orcid.org/0000-0001-8071-3235,Deakin University,2169-3536
Hosseinzadeh,Nasser,https://orcid.org/0000-0002-8755-1176,Deakin University,2169-3536
Hasan,Kazi N.,https://orcid.org/0000-0002-7315-5754,RMIT University,2169-3536
Oo,Amanullah M. T.,https://orcid.org/0000-0002-6914-2272,Deakin University,2169-3536
Ritterbusch,Georg David,https://orcid.org/0000-0001-9151-5074,University of Potsdam,2169-3536
Teichmann,Malte,https://orcid.org/0000-0002-9979-4300,Weizenbaum Institute; University of Potsdam,2169-3536
Alexan,Wassim,https://orcid.org/0000-0001-6159-4971,German University in Cairo,2169-3536
Elkandoz,Marwa Tarek,NONE,German University in Cairo,2169-3536
Mashaly,Maggie,https://orcid.org/0000-0002-8313-5554,German University in Cairo,2169-3536
Azab,Eman,https://orcid.org/0000-0002-5558-6948,German University in Cairo,2169-3536
Aboshousha,Amr,NONE,German University in Cairo; Cairo University,2169-3536
Ye,Yang,https://orcid.org/0000-0003-0101-5290,University of Florida,2169-3536
You,Hengxu,https://orcid.org/0000-0003-2594-3905,University of Florida,2169-3536
Du,Jing,https://orcid.org/0000-0002-0481-4875,University of Florida,2169-3536
Truong,Vu Tuan,https://orcid.org/0009-0003-3072-7905,Institut National de la Recherche Scientifique,2169-3536
Le,Long Bao,https://orcid.org/0000-0003-3577-6530,Institut National de la Recherche Scientifique,2169-3536
Niyato,Dusit,https://orcid.org/0000-0002-7442-7416,Nanyang Technological University,2169-3536
Villarreal,Edgar Roberto Dulce,https://orcid.org/0000-0003-1995-6718,University of Cauca,2169-3536
García‐Alonso,José,https://orcid.org/0000-0002-6819-0299,Universidad de Extremadura,2169-3536
Moguel,Enrique,https://orcid.org/0000-0002-4096-1282,Centro Tecnológico Agroalimentario de Extremadura; Centro Extremeño de iNvestigaciónInnovación Tecnológica y Supercomputación,2169-3536
Alegría,Julio Ariel Hurtado,https://orcid.org/0000-0002-2508-0962,University of Cauca,2169-3536
Gulzar,Muhammad Majid,https://orcid.org/0000-0002-1091-3087,King Fahd University of Petroleum and Minerals,2169-3536
Iqbal,Ayesha,https://orcid.org/0000-0001-5962-7615,University of Central Punjab,2169-3536
Sibtain,Daud,https://orcid.org/0000-0002-5231-1551,Harbin Electric Corporation (China); University of Central Punjab,2169-3536
Khalid,Muhammad,https://orcid.org/0000-0001-7779-5348,King Fahd University of Petroleum and Minerals,2169-3536
Shamrat,F. M. Javed Mehedi,https://orcid.org/0000-0001-9176-3537,Daffodil International University,2169-3536
Akter,Shamima,https://orcid.org/0000-0001-9119-5197,George Mason University,2169-3536
Azam,Sami,https://orcid.org/0000-0001-7572-9750,Charles Darwin University,2169-3536
Karim,Asif,https://orcid.org/0000-0001-8532-6816,Charles Darwin University,2169-3536
Ghosh,Pronab,https://orcid.org/0000-0002-5524-2328,Lakehead University,2169-3536
Tasnim,Zarrin,https://orcid.org/0000-0002-5962-8455,Daffodil International University,2169-3536
Hasib,Khan Md.,https://orcid.org/0000-0001-6504-4192,Ahsanullah University of Science and Technology,2169-3536
Boer,Friso De,https://orcid.org/0000-0003-4946-4175,Charles Darwin University,2169-3536
Ahmed,Kawsar,https://orcid.org/0000-0002-4034-9819,University of Saskatchewan,2169-3536
Solanki,Shubhangi,https://orcid.org/0000-0003-0051-7061,NONE,2169-3536
Singh,Uday Pratap,https://orcid.org/0000-0003-2077-0793,Shri Mata Vaishno Devi University,2169-3536
Chouhan,Siddharth Singh,https://orcid.org/0000-0003-3787-1857,Barkatullah University,2169-3536
Jain,Sanjeev,https://orcid.org/0000-0003-1574-0522,Central University of Jammu,2169-3536
Maddigan,Paula,NONE,Massey University,2169-3536
Sušnjak,Teo,https://orcid.org/0000-0001-9416-1435,Massey University,2169-3536
Kumar,R. Ranjith,https://orcid.org/0000-0003-2809-948X,Anna University Chennai,2169-3536
Bharatiraja,C.,https://orcid.org/0000-0003-2517-2119,SRM Institute of Science and Technology,2169-3536
Udhayakumar,K.,NONE,Anna University Chennai,2169-3536
Devakirubakaran,S.,NONE,SRM Institute of Science and Technology,2169-3536
Sekar,K. Sathiya,NONE,KPR Institute of Engineering and Technology,2169-3536
Mihet‐Popa,Lucian,https://orcid.org/0000-0002-4556-2774,Østfold University College,2169-3536
Ibrahim,Mohammad Haziq,https://orcid.org/0000-0002-7456-8884,Universiti Teknologi Brunei,2169-3536
Ang,Swee Peng,https://orcid.org/0000-0002-8087-9953,Universiti Teknologi Brunei,2169-3536
Dani,Muhammad Norfauzi,https://orcid.org/0000-0001-5686-4471,Universiti Teknologi Brunei,2169-3536
Rahman,M. I.,NONE,Ministry of Education; Brunei Polytechnic,2169-3536
Petra,Rafidah,https://orcid.org/0000-0002-2562-7227,Universiti Teknologi Brunei,2169-3536
Mohammed,S. Sheik,NONE,Universiti Teknologi Brunei,2169-3536
Quý,Vũ Khánh,https://orcid.org/0000-0002-0242-5606,Hung Yen University of Technology and Education,2169-3536
Chehri,Abdellah,https://orcid.org/0000-0002-4193-6062,Royal Military College of Canada,2169-3536
Quý,Nguyễn Minh,https://orcid.org/0000-0002-2308-795X,Hung Yen University of Technology and Education,2169-3536
Hân,Nguyễn Đình,https://orcid.org/0000-0001-8176-910X,Hanoi University of Science and Technology,2169-3536
Ban,Nguyễn Tiến,https://orcid.org/0009-0009-1046-4275,Posts and Telecommunications Institute of Technology; Vietnam Posts and Telecommunications Group (Vietnam),2169-3536
Mridha,Krishna,https://orcid.org/0000-0002-2238-1516,Marwadi University,2169-3536
Uddin,Md. Mezbah,https://orcid.org/0009-0002-0441-8722,Marwadi University,2169-3536
Shin,Jungpil,https://orcid.org/0000-0002-7476-2468,University of Aizu,2169-3536
Khadka,Susan,https://orcid.org/0009-0007-2696-9804,Marwadi University,2169-3536
Mridha,M. F.,https://orcid.org/0000-0001-5738-1631,American International University-Bangladesh,2169-3536
Abadade,Youssef,NONE,Université Ibn-Tofail,2169-3536
Temouden,Anas,https://orcid.org/0009-0004-7218-1557,Al Akhawayn University,2169-3536
Bamoumen,Hatim,NONE,Al Akhawayn University,2169-3536
Benamar,Nabil,https://orcid.org/0000-0002-1804-6977,Al Akhawayn University; Université Moulay Ismail de Meknes,2169-3536
Chtouki,Yousra,https://orcid.org/0000-0002-1569-4768,Al Akhawayn University,2169-3536
Hafid,Abdelhakim,https://orcid.org/0000-0001-8597-7344,Université de Montréal,2169-3536
Crothers,Evan,https://orcid.org/0000-0001-6177-0525,University of Ottawa,2169-3536
Japkowicz,Nathalie,https://orcid.org/0000-0003-1176-1617,American University,2169-3536
Viktor,Herna L.,https://orcid.org/0000-0003-1914-5077,University of Ottawa,2169-3536
Vemprala,Sai,https://orcid.org/0000-0001-7554-5417,NONE,2169-3536
Bonatti,Rogerio,https://orcid.org/0000-0003-3015-9613,Microsoft (United States),2169-3536
Bucker,Arthur,NONE,Carnegie Mellon University,2169-3536
Kapoor,Ashish,https://orcid.org/0009-0004-3764-8449,NONE,2169-3536
Luo,Ji,NONE,Shanghai Polytechnic University,2169-3536
Zhuo,Wuyang,https://orcid.org/0009-0007-5463-6302,Shanghai Polytechnic University,2169-3536
Liu,Siyan,https://orcid.org/0000-0002-5091-7031,People's Bank of China,2169-3536
Xu,Bingfei,NONE,Bank of China,2169-3536
Hussain,Muhammad,https://orcid.org/0000-0001-8458-6202,University of Huddersfield,2169-3536
Sai,Siva,https://orcid.org/0000-0003-0927-9370,Birla Institute of Technology and Science Pilani,2169-3536
Gaur,Aanchal,https://orcid.org/0009-0000-9734-3525,NONE,2169-3536
Sai,Revant,NONE,Birla Institute of Technology and Science Pilani,2169-3536
Chamola,Vinay,https://orcid.org/0000-0002-6730-3060,Birla Institute of Technology and Science Pilani,2169-3536
Guizani,Mohsen,https://orcid.org/0000-0002-8972-8094,Mohamed bin Zayed University of Artificial Intelligence,2169-3536
Rodrigues,Joel J. P. C.,https://orcid.org/0000-0001-8657-3800,NONE,2169-3536
Ozkan-Okay,Merve,https://orcid.org/0000-0002-1071-2541,Ankara University,2169-3536
Akin,Erdal,https://orcid.org/0000-0002-2223-3927,Bitlis Eren University,2169-3536
Aslan,Ömer,https://orcid.org/0000-0003-0737-1966,NONE,2169-3536
Koşunalp,Selahattin,https://orcid.org/0000-0003-2899-4679,NONE,2169-3536
Iliev,Teodor,https://orcid.org/0000-0003-2214-8092,Angel Kanchev University of Ruse,2169-3536
Stoyanov,Ivaylo,https://orcid.org/0000-0001-9824-1504,Angel Kanchev University of Ruse,2169-3536
Beloev,Ivan,https://orcid.org/0000-0003-2014-1970,Angel Kanchev University of Ruse,2169-3536
Yan,Peng,https://orcid.org/0009-0006-0236-4707,ZHAW Zurich University of Applied Sciences,2169-3536
Abdulkadir,Ahmed,https://orcid.org/0000-0003-4679-8081,ZHAW Zurich University of Applied Sciences,2169-3536
Luley,Paul-Philipp,https://orcid.org/0009-0007-0851-665X,ZHAW Zurich University of Applied Sciences,2169-3536
Rosenthal,Matthias,https://orcid.org/0000-0002-7577-783X,ZHAW Zurich University of Applied Sciences,2169-3536
Schatte,Gerrit A.,https://orcid.org/0009-0002-5760-9346,Kistler (Switzerland),2169-3536
Grewe,Benjamin F.,https://orcid.org/0000-0001-8560-2120,University of Zurich,2169-3536
Stadelmann,Thilo,https://orcid.org/0000-0002-3784-0420,ZHAW Zurich University of Applied Sciences,2169-3536
Bird,Jordan J.,https://orcid.org/0000-0002-9858-1231,Nottingham Trent University,2169-3536
Lotfi,Ahmad,https://orcid.org/0000-0002-5139-6565,Nottingham Trent University,2169-3536
Khaliq,Afshan,https://orcid.org/0000-0002-5400-191X,Hangzhou City University; Zhejiang Normal University,2169-3536
Zhou,Xinyi,https://orcid.org/0009-0009-6716-8354,Hangzhou City University,2169-3536
Chai,Hongyu,NONE,Institute of Semiconductors; Chinese Academy of Sciences,2169-3536
Ali,Munir,https://orcid.org/0000-0002-9558-0946,Hangzhou City University; Zhejiang University,2169-3536
Wu,Hao,https://orcid.org/0000-0001-5128-1306,Zhejiang University; Hangzhou City University,2169-3536
Gassab,Oussama,https://orcid.org/0000-0003-1808-3257,Hangzhou City University; Zhejiang University,2169-3536
Liu,Hong,https://orcid.org/0000-0001-8688-7041,Hangzhou City University,2169-3536
Xiao,Duo,https://orcid.org/0009-0004-3308-1131,Hangzhou City University,2169-3536
Yang,Xiaoguang,https://orcid.org/0000-0003-2265-4251,Institute of Semiconductors; Chinese Academy of Sciences,2169-3536
Du,Sichao,https://orcid.org/0000-0003-3060-5759,Hangzhou City University; Zhejiang University,2169-3536
Sambas,Aceng,https://orcid.org/0009-0009-9907-5259,Sultan Zainal Abidin University,2169-3536
Mahdal,Miroslav,https://orcid.org/0000-0002-9720-2201,VSB - Technical University of Ostrava,2169-3536
Vaıdyanathan,Sundarapandian,https://orcid.org/0000-0003-4696-908X,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,2169-3536
Ovilla-Martínez,Brisbane,https://orcid.org/0000-0002-2861-8633,Instituto Politécnico Nacional,2169-3536
Tlelo‐Cuautle,Esteban,https://orcid.org/0000-0001-7187-4686,National Institute of Astrophysics Optics and Electronics,2169-3536
El‐Latif,Ahmed A. Abd,https://orcid.org/0000-0002-5068-2033,Prince Sultan University; Sultan Zainal Abidin University; Menoufia University,2169-3536
Abd-El-Atty,Bassem,https://orcid.org/0000-0003-4739-0037,NONE,2169-3536
Benkouide,Khaled,NONE,Badji Mokhtar University,2169-3536
Bonny,Talal,https://orcid.org/0000-0003-1111-0304,University of Sharjah,2169-3536
Atakishiyev,Shahin,https://orcid.org/0000-0002-3666-4656,University of Alberta,2169-3536
Salameh,Mohammad,https://orcid.org/0000-0001-9266-4637,Huawei Technologies (Canada),2169-3536
Yao,Hengshuai,https://orcid.org/0000-0003-1258-1845,NONE,2169-3536
Goebel,Randy,https://orcid.org/0000-0002-0739-2946,University of Alberta,2169-3536
Saleh,Hadeel M.,NONE,University of Anbar,2169-3536
Marouane,Hend,NONE,University of Sfax,2169-3536
Fakhfakh,Ahmed,https://orcid.org/0009-0005-3219-2371,Digital Research Centre of Sfax,2169-3536
Banafaa,Mohammed,https://orcid.org/0000-0002-7239-2571,King Fahd University of Petroleum and Minerals,2169-3536
Pepeoğlu,Ömer,https://orcid.org/0000-0002-6626-0054,Technical University of Munich,2169-3536
Shayea,Ibraheem,https://orcid.org/0000-0003-0957-4468,Istanbul Technical University,2169-3536
Alhammadi,Abdulraqeb,https://orcid.org/0000-0003-0778-1869,University of Technology Malaysia,2169-3536
Shamsan,Zaid Ahmed,https://orcid.org/0000-0002-8139-0711,Imam Mohammad ibn Saud Islamic University,2169-3536
Razaz,Muneef A.,NONE,King Fahd University of Petroleum and Minerals,2169-3536
Alsagabi,Majid,NONE,Imam Mohammad ibn Saud Islamic University,2169-3536
Al-Sowayan,S.,NONE,Imam Mohammad ibn Saud Islamic University,2169-3536
Alexan,Wassim,https://orcid.org/0000-0001-6159-4971,German University in Cairo,2169-3536
El-Damak,Dina,https://orcid.org/0000-0001-7530-498X,German University in Cairo,2169-3536
Gabr,Mohamed,https://orcid.org/0000-0003-3690-9585,German University in Cairo,2169-3536
Rahad,Rummanur,NONE,BRAC University,2169-3536
Mohsin,Abu S. M.,https://orcid.org/0000-0001-9281-9088,BRAC University,2169-3536
Bhuian,Mohammed Belal Hossain,NONE,BRAC University,2169-3536
Rahman,Md. Mosaddequr,https://orcid.org/0000-0001-9004-6237,BRAC University,2169-3536
Ferrag,Mohamed Amine,https://orcid.org/0000-0002-0632-3172,Technology Innovation Institute,2169-3536
Ndhlovu,Mthandazo,https://orcid.org/0000-0003-0474-9548,Technology Innovation Institute,2169-3536
Tihanyi,Norbert,https://orcid.org/0000-0002-9002-5935,Technology Innovation Institute,2169-3536
Cordeiro,Lucas C.,https://orcid.org/0000-0002-6235-4272,University of Manchester; Universidade Federal do Amazonas,2169-3536
Debbah,Mérouane,https://orcid.org/0000-0001-8941-8080,Khalifa University of Science and Technology,2169-3536
Lestable,Thierry,NONE,Technology Innovation Institute,2169-3536
Thandi,Narinderjit Singh,NONE,Technology Innovation Institute,2169-3536
Li,Sai,https://orcid.org/0009-0007-4704-8254,Zaozhuang University,2169-3536
Peng,Kou,https://orcid.org/0009-0005-5697-1804,Liupanshui Normal University,2169-3536
Ma,Miao,https://orcid.org/0009-0005-4274-5849,UNSW Sydney,2169-3536
Yang,Haoyu,https://orcid.org/0009-0000-8337-6406,Georgia Institute of Technology,2169-3536
Huang,Shuo,https://orcid.org/0009-0004-8495-4406,Shanghai Institute of Technical Physics; Chinese Academy of Sciences,2169-3536
Yang,Zhengyi,https://orcid.org/0000-0003-1772-6863,UNSW Sydney,2169-3536
Golda,Abenezer,https://orcid.org/0009-0005-8896-8992,KIIT University,2169-3536
Mekonen,Kidus,NONE,KIIT University,2169-3536
Pandey,Amit,https://orcid.org/0000-0001-5767-6333,Bennett University,2169-3536
Singh,Anushka,https://orcid.org/0009-0003-0274-808X,KIIT University,2169-3536
Hassija,Vikas,https://orcid.org/0009-0003-9023-1661,KIIT University,2169-3536
Chamola,Vinay,https://orcid.org/0000-0002-6730-3060,Birla Institute of Technology and Science Pilani,2169-3536
Sikdar,Biplab,https://orcid.org/0000-0002-0084-4647,National University of Singapore,2169-3536
Ragab,Mohammed Gamal,https://orcid.org/0000-0001-5226-4962,Universiti Teknologi Petronas,2169-3536
Abdulkadir,Said Jadid,https://orcid.org/0000-0003-0038-3702,Universiti Teknologi Petronas,2169-3536
Muneer,Amgad,https://orcid.org/0000-0002-7157-3020,Universiti Teknologi Petronas,2169-3536
Alqushaibi,Alawi,NONE,Universiti Teknologi Petronas,2169-3536
